tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1062,cust_e63b4490,True,Thu Mar 28 16:46:00 +0000 2024,Where is my order #945964? It's been 5 days.,1063,
1063,AmazonHelp,False,Thu Mar 28 18:40:00 +0000 2024,"Hi, sorry for the delay! Please check your tracking link here: amzn.to/track945964. We're looking into the delay with the carrier.",,1062
1064,cust_4188abaf,True,Thu Oct 24 02:31:00 +0000 2024,Where is my order #694916? It's been 5 days.,1065,
1065,AmazonHelp,False,Thu Oct 24 02:41:00 +0000 2024,"We understand the wait is frustrating. Your order 694916 is currently in transit, expected within 2 business days.",,1064
1066,cust_8f94cb86,True,Tue Dec 10 17:41:00 +0000 2024,Where is my order #897549? It's been 5 days.,1067,
1067,AmazonHelp,False,Tue Dec 10 18:53:00 +0000 2024,"We understand the wait is frustrating. Your order 897549 is currently in transit, expected within 2 business days.",,1066
1068,cust_d222d687,True,Mon Mar 18 02:43:00 +0000 2024,My package for order 273148 says it shipped but tracking is stuck.,1069,
1069,AmazonHelp,False,Mon Mar 18 04:43:00 +0000 2024,"We understand the wait is frustrating. Your order 273148 is currently in transit, expected within 2 business days.",,1068
1070,cust_9a8070ec,True,Sat May 25 06:26:00 +0000 2024,My package for order 665492 says it shipped but tracking is stuck.,1071,
1071,AmazonHelp,False,Sat May 25 07:53:00 +0000 2024,"We understand the wait is frustrating. Your order 665492 is currently in transit, expected within 2 business days.",,1070
1072,cust_24d6da05,True,Wed Feb 14 01:21:00 +0000 2024,Hey @AmazonHelp any update on order 781446? Tracking hasn't moved.,1073,
1073,AmazonHelp,False,Wed Feb 14 01:54:00 +0000 2024,"We understand the wait is frustrating. Your order 781446 is currently in transit, expected within 2 business days.",,1072
1074,cust_92c97fd1,True,Fri Aug 02 04:43:00 +0000 2024,Hey @AmazonHelp any update on order 335612? Tracking hasn't moved.,1075,
1075,AmazonHelp,False,Fri Aug 02 05:55:00 +0000 2024,"Hi, sorry for the delay! Please check your tracking link here: amzn.to/track335612. We're looking into the delay with the carrier.",,1074
1076,cust_fd3bb743,True,Sat Sep 14 17:12:00 +0000 2024,Where is my order #341292? It's been 5 days.,1077,
1077,AmazonHelp,False,Sat Sep 14 18:34:00 +0000 2024,"Hi, sorry for the delay! Please check your tracking link here: amzn.to/track341292. We're looking into the delay with the carrier.",,1076
1078,cust_76ea491f,True,Fri Nov 08 23:36:00 +0000 2024,Where is my order #161733? It's been 5 days.,1079,
1079,AmazonHelp,False,Sat Nov 09 00:20:00 +0000 2024,"Hi, sorry for the delay! Please check your tracking link here: amzn.to/track161733. We're looking into the delay with the carrier.",,1078
1080,cust_4ccf6746,True,Tue Mar 19 00:01:00 +0000 2024,Delivery for 174299 marked as delivered but I never got it. This is unacceptable.,1081,
1081,AmazonHelp,False,Tue Mar 19 01:12:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1080
1082,cust_bdbfd208,True,Mon Oct 21 00:00:00 +0000 2024,My order 238739 was supposed to arrive yesterday and never showed up!,1083,
1083,AmazonHelp,False,Mon Oct 21 00:54:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1082
1084,cust_b6f58a78,True,Wed May 08 23:53:00 +0000 2024,My order 299659 was supposed to arrive yesterday and never showed up!,1085,
1085,AmazonHelp,False,Thu May 09 00:49:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1084
1086,cust_1d2e0cb1,True,Mon Sep 02 03:56:00 +0000 2024,@AmazonHelp package for 531071 is now 6 days late with no updates.,1087,
1087,AmazonHelp,False,Mon Sep 02 05:21:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1086
1088,cust_94afd218,True,Sun Sep 22 03:13:00 +0000 2024,My order 777568 was supposed to arrive yesterday and never showed up!,1089,
1089,AmazonHelp,False,Sun Sep 22 03:58:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1088
1090,cust_4cc409d1,True,Sun Mar 10 06:04:00 +0000 2024,My order 939482 was supposed to arrive yesterday and never showed up!,1091,
1091,AmazonHelp,False,Sun Mar 10 07:14:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1090
1092,cust_4c46f09c,True,Thu Apr 11 09:57:00 +0000 2024,Delivery for 570405 marked as delivered but I never got it. This is unacceptable.,1093,
1093,AmazonHelp,False,Thu Apr 11 10:58:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1092
1094,cust_914a2a93,True,Fri Jan 19 10:02:00 +0000 2024,Delivery for 361941 marked as delivered but I never got it. This is unacceptable.,1095,
1095,AmazonHelp,False,Fri Jan 19 11:27:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1094
1096,cust_8e870201,True,Fri Mar 01 13:14:00 +0000 2024,My order 666847 was supposed to arrive yesterday and never showed up!,1097,
1097,AmazonHelp,False,Fri Mar 01 14:08:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1096
1098,cust_572406ab,True,Sun Nov 24 13:39:00 +0000 2024,My order 609231 was supposed to arrive yesterday and never showed up!,1099,
1099,AmazonHelp,False,Sun Nov 24 13:48:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1098
1100,cust_40ad0b84,True,Sat Apr 06 13:22:00 +0000 2024,My order 272634 was supposed to arrive yesterday and never showed up!,1101,
1101,AmazonHelp,False,Sat Apr 06 15:22:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1100
1102,cust_4f984d15,True,Tue Sep 10 14:54:00 +0000 2024,Delivery for 922157 marked as delivered but I never got it. This is unacceptable.,1103,
1103,AmazonHelp,False,Tue Sep 10 16:29:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1102
1104,cust_3dc69bf5,True,Thu Apr 18 00:40:00 +0000 2024,My order 921414 was supposed to arrive yesterday and never showed up!,1105,
1105,AmazonHelp,False,Thu Apr 18 01:09:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1104
1106,cust_c1199294,True,Sun Jan 21 19:31:00 +0000 2024,@AmazonHelp package for 161324 is now 6 days late with no updates.,1107,
1107,AmazonHelp,False,Sun Jan 21 19:39:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1106
1108,cust_70e2570c,True,Sun Jan 21 17:01:00 +0000 2024,@AmazonHelp package for 712554 is now 6 days late with no updates.,1109,
1109,AmazonHelp,False,Sun Jan 21 18:08:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1108
1110,cust_ef31474f,True,Mon Sep 02 20:05:00 +0000 2024,My order 184002 was supposed to arrive yesterday and never showed up!,1111,
1111,AmazonHelp,False,Mon Sep 02 21:57:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1110
1112,cust_473ffdd2,True,Mon Jul 29 18:40:00 +0000 2024,My order 346629 was supposed to arrive yesterday and never showed up!,1113,
1113,AmazonHelp,False,Mon Jul 29 19:58:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1112
1114,cust_cc56d78a,True,Fri Dec 06 07:35:00 +0000 2024,Delivery for 141672 marked as delivered but I never got it. This is unacceptable.,1115,
1115,AmazonHelp,False,Fri Dec 06 08:10:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1114
1116,cust_c21c48fc,True,Fri May 24 02:25:00 +0000 2024,My order 314181 was supposed to arrive yesterday and never showed up!,1117,
1117,AmazonHelp,False,Fri May 24 02:43:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1116
1118,cust_71be62ae,True,Wed Dec 04 05:53:00 +0000 2024,Delivery for 804318 marked as delivered but I never got it. This is unacceptable.,1119,
1119,AmazonHelp,False,Wed Dec 04 07:31:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1118
1120,cust_ac9bd99c,True,Sat Jan 27 16:09:00 +0000 2024,Delivery for 176066 marked as delivered but I never got it. This is unacceptable.,1121,
1121,AmazonHelp,False,Sat Jan 27 17:19:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1120
1122,cust_ddcfed5d,True,Sat Nov 16 17:06:00 +0000 2024,My order 323508 was supposed to arrive yesterday and never showed up!,1123,
1123,AmazonHelp,False,Sat Nov 16 17:16:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1122
1124,cust_0296f99e,True,Sat Jun 08 12:54:00 +0000 2024,Delivery for 356150 marked as delivered but I never got it. This is unacceptable.,1125,
1125,AmazonHelp,False,Sat Jun 08 14:42:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1124
1126,cust_b7deb7fc,True,Sat Aug 31 03:52:00 +0000 2024,@AmazonHelp package for 669605 is now 6 days late with no updates.,1127,
1127,AmazonHelp,False,Sat Aug 31 05:38:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1126
1128,cust_2d1443c2,True,Sat Dec 07 20:29:00 +0000 2024,@AmazonHelp package for 681542 is now 6 days late with no updates.,1129,
1129,AmazonHelp,False,Sat Dec 07 22:23:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1128
1130,cust_ef9f1741,True,Fri Sep 27 07:20:00 +0000 2024,My order 240814 was supposed to arrive yesterday and never showed up!,1131,
1131,AmazonHelp,False,Fri Sep 27 08:32:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1130
1132,cust_6110b989,True,Wed Sep 18 06:35:00 +0000 2024,Delivery for 262998 marked as delivered but I never got it. This is unacceptable.,1133,
1133,AmazonHelp,False,Wed Sep 18 07:20:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1132
1134,cust_304e0b55,True,Mon Apr 01 10:19:00 +0000 2024,@AmazonHelp package for 313487 is now 6 days late with no updates.,1135,
1135,AmazonHelp,False,Mon Apr 01 12:16:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1134
1136,cust_7a06db59,True,Mon Oct 28 22:57:00 +0000 2024,My order 987204 was supposed to arrive yesterday and never showed up!,1137,
1137,AmazonHelp,False,Mon Oct 28 23:34:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1136
1138,cust_09749495,True,Mon Aug 19 23:10:00 +0000 2024,Delivery for 146228 marked as delivered but I never got it. This is unacceptable.,1139,
1139,AmazonHelp,False,Mon Aug 19 23:45:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1138
1140,cust_4ef775da,True,Tue Jul 23 05:16:00 +0000 2024,@AmazonHelp package for 269430 is now 6 days late with no updates.,1141,
1141,AmazonHelp,False,Tue Jul 23 05:19:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1140
1142,cust_ed0a6c80,True,Wed Jul 17 15:26:00 +0000 2024,@AmazonHelp package for 217308 is now 6 days late with no updates.,1143,
1143,AmazonHelp,False,Wed Jul 17 15:32:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1142
1144,cust_f069acba,True,Wed Jun 05 11:32:00 +0000 2024,@AmazonHelp package for 975136 is now 6 days late with no updates.,1145,
1145,AmazonHelp,False,Wed Jun 05 11:50:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1144
1146,cust_f66649dc,True,Sat Nov 23 06:55:00 +0000 2024,Delivery for 143860 marked as delivered but I never got it. This is unacceptable.,1147,
1147,AmazonHelp,False,Sat Nov 23 07:42:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1146
1148,cust_aefe5ac2,True,Wed May 08 18:29:00 +0000 2024,@AmazonHelp package for 320281 is now 6 days late with no updates.,1149,
1149,AmazonHelp,False,Wed May 08 20:10:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1148
1150,cust_d512dfa4,True,Tue Dec 03 01:26:00 +0000 2024,@AmazonHelp package for 687080 is now 6 days late with no updates.,1151,
1151,AmazonHelp,False,Tue Dec 03 01:58:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1150
1152,cust_15d33e51,True,Wed Mar 06 07:16:00 +0000 2024,Delivery for 270395 marked as delivered but I never got it. This is unacceptable.,1153,
1153,AmazonHelp,False,Wed Mar 06 08:52:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1152
1154,cust_af83268f,True,Sun Apr 07 03:23:00 +0000 2024,@AmazonHelp package for 448321 is now 6 days late with no updates.,1155,
1155,AmazonHelp,False,Sun Apr 07 03:45:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1154
1156,cust_97d55f03,True,Fri Nov 08 14:30:00 +0000 2024,Delivery for 925622 marked as delivered but I never got it. This is unacceptable.,1157,
1157,AmazonHelp,False,Fri Nov 08 15:32:00 +0000 2024,We're really sorry to hear that. Please DM us your order number so we can investigate and arrange a replacement or refund.,,1156
1158,cust_a5cf08e2,True,Sun Apr 21 02:47:00 +0000 2024,Delivery for 333238 marked as delivered but I never got it. This is unacceptable.,1159,
1159,AmazonHelp,False,Sun Apr 21 04:34:00 +0000 2024,Apologies for the inconvenience. We've flagged this with the carrier and will follow up with a resolution within 24 hours.,,1158
1160,cust_70d36b43,True,Wed Aug 28 07:27:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 933980.",1161,
1161,AmazonHelp,False,Wed Aug 28 07:53:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1160
1162,cust_e135a8d9,True,Tue Oct 08 13:25:00 +0000 2024,"Received the wrong item for order 517821, I ordered headphones and got a phone case.",1163,
1163,AmazonHelp,False,Tue Oct 08 14:02:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1162
1164,cust_5e30b527,True,Sat Dec 07 23:10:00 +0000 2024,"Item 468203 arrived completely smashed, packaging was fine but the product is destroyed.",1165,
1165,AmazonHelp,False,Sat Dec 07 23:15:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1164
1166,cust_dcf9780e,True,Sun Jan 14 22:17:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 220944.",1167,
1167,AmazonHelp,False,Sun Jan 14 22:32:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1166
1168,cust_f49e31c5,True,Fri Jun 07 21:16:00 +0000 2024,"Received the wrong item for order 725550, I ordered headphones and got a phone case.",1169,
1169,AmazonHelp,False,Fri Jun 07 22:35:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1168
1170,cust_6c1ba415,True,Tue Apr 02 17:47:00 +0000 2024,"Received the wrong item for order 636265, I ordered headphones and got a phone case.",1171,
1171,AmazonHelp,False,Tue Apr 02 17:54:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1170
1172,cust_7bf10395,True,Sun May 12 14:36:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 843215.",1173,
1173,AmazonHelp,False,Sun May 12 15:33:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1172
1174,cust_c9865fcb,True,Thu Aug 29 12:46:00 +0000 2024,"Item 173372 arrived completely smashed, packaging was fine but the product is destroyed.",1175,
1175,AmazonHelp,False,Thu Aug 29 14:36:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1174
1176,cust_53a0b7a7,True,Fri Aug 30 19:23:00 +0000 2024,"Item 230679 arrived completely smashed, packaging was fine but the product is destroyed.",1177,
1177,AmazonHelp,False,Fri Aug 30 20:17:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1176
1178,cust_a6d3bbd0,True,Sat Jul 20 20:31:00 +0000 2024,"Item 442027 arrived completely smashed, packaging was fine but the product is destroyed.",1179,
1179,AmazonHelp,False,Sat Jul 20 20:49:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1178
1180,cust_d93bce3d,True,Tue Sep 03 14:29:00 +0000 2024,"Item 301158 arrived completely smashed, packaging was fine but the product is destroyed.",1181,
1181,AmazonHelp,False,Tue Sep 03 16:06:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1180
1182,cust_f9df1ac9,True,Sat Apr 20 15:17:00 +0000 2024,"Received the wrong item for order 282480, I ordered headphones and got a phone case.",1183,
1183,AmazonHelp,False,Sat Apr 20 15:55:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1182
1184,cust_c3414ce0,True,Tue Jun 18 07:07:00 +0000 2024,"Item 320392 arrived completely smashed, packaging was fine but the product is destroyed.",1185,
1185,AmazonHelp,False,Tue Jun 18 08:05:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1184
1186,cust_6eb96e95,True,Tue Oct 15 23:45:00 +0000 2024,"Item 563638 arrived completely smashed, packaging was fine but the product is destroyed.",1187,
1187,AmazonHelp,False,Wed Oct 16 01:42:00 +0000 2024,That's not the experience we want for you. We'll get a free replacement or refund started once you confirm your order ID.,,1186
1188,cust_82c47aa8,True,Sat Apr 13 07:45:00 +0000 2024,"Item 934692 arrived completely smashed, packaging was fine but the product is destroyed.",1189,
1189,AmazonHelp,False,Sat Apr 13 08:52:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1188
1190,cust_2e81560d,True,Sun Sep 01 22:58:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 796101.",1191,
1191,AmazonHelp,False,Sun Sep 01 23:39:00 +0000 2024,So sorry about that! Please reply with your order number and a photo via DM so we can process a replacement right away.,,1190
1192,cust_ff5ee595,True,Wed Jan 17 19:49:00 +0000 2024,"I ordered a blender and got a damaged box with broken glass inside, order 335552.",1193,
